"Sample","QueryID","SubjectID","Identity","Evalue","Bitscore","AlignmentLength","Coverage","Species","Cancer_Association","Mechanism","Evidence_Level","Relevance_Level","Confidence"
"CPCT02050288T_vs_parasite_coverage_filtered_hits","k127_17165","NW_021628287",90.152,4.77e-40,171,132,119.00064,"Strongyloides stercoralis","Colorectal cancer (emerging)","Immune modulation; chronic GI infection","Emerging Strong","2_Strong","Low"
"CPCT02230120T_vs_parasite_coverage_filtered_hits","k127_11965","NW_021628287",76.265,2.3e-25,121,257,196.00105,"Strongyloides stercoralis","Colorectal cancer (emerging)","Immune modulation; chronic GI infection","Emerging Strong","2_Strong","Low"
"CPCT02230036T_vs_parasite_coverage_filtered_hits","k127_18392","NW_021628287",90.769,3.82e-15,87.9,65,58.99985,"Strongyloides stercoralis","Colorectal cancer (emerging)","Immune modulation; chronic GI infection","Emerging Strong","2_Strong","Low"
"CPCT02230120T_vs_parasite_coverage_filtered_hits","k127_3013","NW_021628287",93.22,7.07e-15,87.9,59,54.9998,"Strongyloides stercoralis","Colorectal cancer (emerging)","Immune modulation; chronic GI infection","Emerging Strong","2_Strong","Low"
"CPCT02080056T_vs_parasite_coverage_filtered_hits","k127_3623","NW_001850357",92.513,7.86e-69,265,187,172.99931,"Taenia solium","CNS tumors (rare reports)","Tissue cysts; chronic neuroinflammation","Emerging","3_Potential","Low"
"CPCT02030478T_vs_parasite_coverage_filtered_hits","k127_3274","NW_001850357",91.667,3e-63,248,180,165.0006,"Taenia solium","CNS tumors (rare reports)","Tissue cysts; chronic neuroinflammation","Emerging","3_Potential","Low"
"CPCT02230120T_vs_parasite_coverage_filtered_hits","k127_2852","NW_001850357",89.944,7.18e-59,231,179,160.99976,"Taenia solium","CNS tumors (rare reports)","Tissue cysts; chronic neuroinflammation","Emerging","3_Potential","Low"
"CPCT02230036T_vs_parasite_coverage_filtered_hits","k127_551","NW_001850357",88.535,1.15e-46,191,157,138.99995,"Taenia solium","CNS tumors (rare reports)","Tissue cysts; chronic neuroinflammation","Emerging","3_Potential","Low"
"CPCT02050288T_vs_parasite_coverage_filtered_hits","k127_17165","NW_001850357",88.889,1.03e-41,176,144,128.00016,"Taenia solium","CNS tumors (rare reports)","Tissue cysts; chronic neuroinflammation","Emerging","3_Potential","Low"
"CPCT02240005T_vs_parasite_coverage_filtered_hits","k127_569","NW_001850610",90.909,2.04e-20,104,77,69.99993,"Paragonimus westermani","Lung cancer (possible)","Immune modulation; lung inflammation","Emerging","3_Potential","Low"
"CPCT02230036T_vs_parasite_coverage_filtered_hits","k127_18392","NW_001850357",89.189,8.21e-17,93.5,74,65.99986,"Taenia solium","CNS tumors (rare reports)","Tissue cysts; chronic neuroinflammation","Emerging","3_Potential","Low"
"CPCT02230036T_vs_parasite_coverage_filtered_hits","k127_349","NW_001850610",92.308,3.5e-17,93.5,65,60.0002,"Paragonimus westermani","Lung cancer (possible)","Immune modulation; lung inflammation","Emerging","3_Potential","Low"
"CPCT02230120T_vs_parasite_coverage_filtered_hits","k127_3013","NW_001850357",93.548,1.52e-16,93.5,62,57.99976,"Taenia solium","CNS tumors (rare reports)","Tissue cysts; chronic neuroinflammation","Emerging","3_Potential","Low"
"CPCT02160019T_vs_parasite_coverage_filtered_hits","k127_9666","NW_001850610",90.909,5.5e-16,89.8,66,59.99994,"Paragonimus westermani","Lung cancer (possible)","Immune modulation; lung inflammation","Emerging","3_Potential","Low"
"CPCT02240005T_vs_parasite_coverage_filtered_hits","k127_16148","NW_001850610",88.732,1.75e-15,87.9,71,62.99972,"Paragonimus westermani","Lung cancer (possible)","Immune modulation; lung inflammation","Emerging","3_Potential","Low"
"CPCT02030218TII_vs_parasite_coverage_filtered_hits","k127_22750","NW_001850610",85.915,4.36e-12,76.8,71,60.99965,"Paragonimus westermani","Lung cancer (possible)","Immune modulation; lung inflammation","Emerging","3_Potential","Low"
"CPCT02010359T_vs_parasite_coverage_filtered_hits","k127_6577","NW_001850610",86.364,5.41e-11,73.1,66,57.00024,"Paragonimus westermani","Lung cancer (possible)","Immune modulation; lung inflammation","Emerging","3_Potential","Low"
"CPCT02240005T_vs_parasite_coverage_filtered_hits","k127_6432","NW_001850610",85.714,8.16e-09,65.8,63,53.99982,"Paragonimus westermani","Lung cancer (possible)","Immune modulation; lung inflammation","Emerging","3_Potential","Low"
"CPCT02240005T_vs_parasite_coverage_filtered_hits","k127_22308","NW_001850610",94.595,1.4e-06,58.4,37,35.00015,"Paragonimus westermani","Lung cancer (possible)","Immune modulation; lung inflammation","Emerging","3_Potential","Low"
