"Sample","QueryID","SubjectID","Identity","Evalue","Bitscore","AlignmentLength","Coverage","Species","Cancer_Association","Mechanism","Evidence_Level","Relevance_Level","Confidence"
"CPCT02100017T_vs_bact_coverage_filtered_hits","k127_7191","NZ_MLTT01000022",92.308,1.46e-11,75,52,48.00016,"Peptostreptococcus anaerobius","Colorectal cancer; Liver metastases","Butyrate metabolism disruption; immune evasion","Emerging Strong","2_Strong","Low"
"CPCT02100017T_vs_bact_coverage_filtered_hits","k127_7191","NZ_MLRM01000021",92.308,1.46e-11,75,52,48.00016,"Peptostreptococcus anaerobius","Colorectal cancer; Liver metastases","Butyrate metabolism disruption; immune evasion","Emerging Strong","2_Strong","Low"
"CPCT02100017T_vs_bact_coverage_filtered_hits","k127_7191","NZ_MLRF01000022",92.308,1.46e-11,75,52,48.00016,"Peptostreptococcus anaerobius","Colorectal cancer; Liver metastases","Butyrate metabolism disruption; immune evasion","Emerging Strong","2_Strong","Low"
"CPCT02240005T_vs_bact_coverage_filtered_hits","k127_11155","NZ_MLXP01000026",93.478,5.93e-10,69.4,46,42.99988,"Streptococcus mutans","Oral cancer; Head and neck cancer; Esophageal cancer","IL-6 production; EMT induction; myeloid-derived suppressor cell recruitment","Emerging Strong","2_Strong","Low"
"CPCT02240005T_vs_bact_coverage_filtered_hits","k127_11155","NZ_MLUB01000021",93.478,5.93e-10,69.4,46,42.99988,"Streptococcus mutans","Oral cancer; Head and neck cancer; Esophageal cancer","IL-6 production; EMT induction; myeloid-derived suppressor cell recruitment","Emerging Strong","2_Strong","Low"
"CPCT02240005T_vs_bact_coverage_filtered_hits","k127_11155","NZ_MLTT01000022",93.478,5.93e-10,69.4,46,42.99988,"Peptostreptococcus anaerobius","Colorectal cancer; Liver metastases","Butyrate metabolism disruption; immune evasion","Emerging Strong","2_Strong","Low"
"CPCT02240005T_vs_bact_coverage_filtered_hits","k127_11155","NZ_MLRM01000021",93.478,5.93e-10,69.4,46,42.99988,"Peptostreptococcus anaerobius","Colorectal cancer; Liver metastases","Butyrate metabolism disruption; immune evasion","Emerging Strong","2_Strong","Low"
"CPCT02240005T_vs_bact_coverage_filtered_hits","k127_11155","NZ_MLRF01000022",93.478,5.93e-10,69.4,46,42.99988,"Peptostreptococcus anaerobius","Colorectal cancer; Liver metastases","Butyrate metabolism disruption; immune evasion","Emerging Strong","2_Strong","Low"
"CPCT02240005T_vs_bact_coverage_filtered_hits","k127_15774","NZ_FKWV01000005",83.099,2.79e-08,63.9,71,59.00029,"Fusobacterium nucleatum subtype Fna C2","Colorectal cancer","Specific virulence factors; enhanced tumor microenvironment modulation","Emerging Strong","2_Strong","Low"
"CPCT02240005T_vs_bact_coverage_filtered_hits","k127_15774","NZ_FKXF01000023",83.099,2.79e-08,63.9,71,59.00029,"Fusobacterium nucleatum subtype Fna C2","Colorectal cancer","Specific virulence factors; enhanced tumor microenvironment modulation","Emerging Strong","2_Strong","Low"
"CPCT02230036T_vs_bact_coverage_filtered_hits","k127_18007","NZ_FKXL01000017",85.965,1.35e-06,58.4,57,49.00005,"Fusobacterium nucleatum subtype Fna C2","Colorectal cancer","Specific virulence factors; enhanced tumor microenvironment modulation","Emerging Strong","2_Strong","Low"
"CPCT02230036T_vs_bact_coverage_filtered_hits","k127_18007","NZ_FKWV01000005",85.965,1.35e-06,58.4,57,49.00005,"Fusobacterium nucleatum subtype Fna C2","Colorectal cancer","Specific virulence factors; enhanced tumor microenvironment modulation","Emerging Strong","2_Strong","Low"
"CPCT02230036T_vs_bact_coverage_filtered_hits","k127_18007","NZ_FKXF01000023",85.965,1.35e-06,58.4,57,49.00005,"Fusobacterium nucleatum subtype Fna C2","Colorectal cancer","Specific virulence factors; enhanced tumor microenvironment modulation","Emerging Strong","2_Strong","Low"
"CPCT02230120T_vs_bact_coverage_filtered_hits","k127_14254","NZ_JBGJJV010000032",97.332,0,1587,937,912.00084,"Aggregatibacter actinomycetemcomitans","Aggressive periodontitis-oral cancer progression","Aggressive tissue invasion; leukotoxin production","Emerging","3_Potential","Medium"
"CPCT02230120T_vs_bact_coverage_filtered_hits","k127_14254","NZ_FLCN01000004",96.692,0,1552,937,906.00404,"Prevotella intermedia","Esophageal cancer; Gastric cancer (gut-oral axis)","Gut-oral bacterial translocation; chronic inflammation","Emerging","3_Potential","Medium"
"CPCT02230120T_vs_bact_coverage_filtered_hits","k127_14254","NZ_FLBN01000099",96.585,0,1546,937,905.00145,"Prevotella intermedia","Esophageal cancer; Gastric cancer (gut-oral axis)","Gut-oral bacterial translocation; chronic inflammation","Emerging","3_Potential","Medium"
"CPCT02230120T_vs_bact_coverage_filtered_hits","k127_14254","NZ_FLBI01000046",96.371,0,1535,937,902.99627,"Prevotella intermedia","Esophageal cancer; Gastric cancer (gut-oral axis)","Gut-oral bacterial translocation; chronic inflammation","Emerging","3_Potential","Medium"
"CPCT02230120T_vs_bact_coverage_filtered_hits","k127_14254","NZ_MLRC01000027",95.309,0,1482,938,893.99842,"Enterobacter cloacae","Cancer patient mortality; Bloodstream infections","Nosocomial infections in immunocompromised cancer patients","Emerging","3_Potential","Medium"
"CPCT02230120T_vs_bact_coverage_filtered_hits","k127_14254","NZ_MLRI01000021",95.203,0,1476,938,893.00414,"Parvimonas micra","Colorectal cancer; Oral-gut translocation","Oral-gut translocation; biofilm formation in tumors","Emerging","3_Potential","Medium"
"CPCT02230120T_vs_bact_coverage_filtered_hits","k127_14254","NZ_MLRO01000021",95.203,0,1476,938,893.00414,"Actinomyces naeslundii","Head and neck cancer; Cervical cancer","Chronic cervical/oral inflammation; immune modulation","Emerging","3_Potential","Medium"
"CPCT02230120T_vs_bact_coverage_filtered_hits","k127_14254","NZ_MLXR01000021",95.203,0,1476,938,893.00414,"Actinomyces naeslundii","Head and neck cancer; Cervical cancer","Chronic cervical/oral inflammation; immune modulation","Emerging","3_Potential","Medium"
"CPCT02230120T_vs_bact_coverage_filtered_hits","k127_14254","NZ_MLRG01000021",95.203,0,1476,938,893.00414,"Actinomyces naeslundii","Head and neck cancer; Cervical cancer","Chronic cervical/oral inflammation; immune modulation","Emerging","3_Potential","Medium"
"CPCT02230120T_vs_bact_coverage_filtered_hits","k127_14254","NZ_MLYG01000019",95.203,0,1476,938,893.00414,"Treponema denticola","Periodontal disease-associated systemic cancers","Spirochete invasion; chronic periodontal inflammation","Emerging","3_Potential","Medium"
"CPCT02230120T_vs_bact_coverage_filtered_hits","k127_14254","NZ_MLRJ01000019",95.203,0,1476,938,893.00414,"Treponema denticola","Periodontal disease-associated systemic cancers","Spirochete invasion; chronic periodontal inflammation","Emerging","3_Potential","Medium"
"CPCT02230120T_vs_bact_coverage_filtered_hits","k127_14254","NZ_MLSM01000018",95.203,0,1476,938,893.00414,"Treponema denticola","Periodontal disease-associated systemic cancers","Spirochete invasion; chronic periodontal inflammation","Emerging","3_Potential","Medium"
"CPCT02230120T_vs_bact_coverage_filtered_hits","k127_14254","NZ_MLSQ01000022",95.203,0,1476,938,893.00414,"Tannerella forsythia","Oral cancer; Pancreatic cancer (systemic translocation)","Protease activity; systemic bacterial translocation","Emerging","3_Potential","Medium"
"CPCT02230120T_vs_bact_coverage_filtered_hits","k127_14254","NZ_MLXY01000024",95.203,0,1476,938,893.00414,"Tannerella forsythia","Oral cancer; Pancreatic cancer (systemic translocation)","Protease activity; systemic bacterial translocation","Emerging","3_Potential","Medium"
"CPCT02230120T_vs_bact_coverage_filtered_hits","k127_14254","NZ_MLXS01000025",95.203,0,1476,938,893.00414,"Tannerella forsythia","Oral cancer; Pancreatic cancer (systemic translocation)","Protease activity; systemic bacterial translocation","Emerging","3_Potential","Medium"
"CPCT02230120T_vs_bact_coverage_filtered_hits","k127_14254","NZ_MLUD01000021",95.203,0,1476,938,893.00414,"Enterobacter cloacae","Cancer patient mortality; Bloodstream infections","Nosocomial infections in immunocompromised cancer patients","Emerging","3_Potential","Medium"
"CPCT02230120T_vs_bact_coverage_filtered_hits","k127_14254","NZ_MLYZ01000021",95.203,0,1476,938,893.00414,"Veillonella parvula","Colorectal cancer; Oral-gut microbiome axis","Short-chain fatty acid disruption; microbial translocation","Emerging","3_Potential","Medium"
"CPCT02230120T_vs_bact_coverage_filtered_hits","k127_14254","NZ_MLSP01000022",95.203,0,1476,938,893.00414,"Veillonella parvula","Colorectal cancer; Oral-gut microbiome axis","Short-chain fatty acid disruption; microbial translocation","Emerging","3_Potential","Medium"
"CPCT02230120T_vs_bact_coverage_filtered_hits","k127_14254","NZ_MLSH01000020",95.203,0,1476,938,893.00414,"Capnocytophaga gingivalis","Periodontal disease-cancer progression","Periodontal bone destruction; systemic inflammatory response","Emerging","3_Potential","Medium"
"CPCT02230120T_vs_bact_coverage_filtered_hits","k127_14254","NZ_MLYY01000023",95.203,0,1476,938,893.00414,"Capnocytophaga gingivalis","Periodontal disease-cancer progression","Periodontal bone destruction; systemic inflammatory response","Emerging","3_Potential","Medium"
"CPCT02230120T_vs_bact_coverage_filtered_hits","k127_14254","NZ_MLYC01000020",95.203,0,1476,938,893.00414,"Capnocytophaga gingivalis","Periodontal disease-cancer progression","Periodontal bone destruction; systemic inflammatory response","Emerging","3_Potential","Medium"
"CPCT02230120T_vs_bact_coverage_filtered_hits","k127_14254","NZ_MLXZ01000020",95.203,0,1476,938,893.00414,"Aggregatibacter actinomycetemcomitans","Aggressive periodontitis-oral cancer progression","Aggressive tissue invasion; leukotoxin production","Emerging","3_Potential","Medium"
"CPCT02230120T_vs_bact_coverage_filtered_hits","k127_12260","NZ_JBGJJV010000032",99.317,0,1059,586,581.99762,"Aggregatibacter actinomycetemcomitans","Aggressive periodontitis-oral cancer progression","Aggressive tissue invasion; leukotoxin production","Emerging","3_Potential","Medium"
"CPCT02230099T_vs_bact_coverage_filtered_hits","k127_9439","NZ_MLRI01000021",98.311,0,1038,592,582.00112,"Parvimonas micra","Colorectal cancer; Oral-gut translocation","Oral-gut translocation; biofilm formation in tumors","Emerging","3_Potential","Medium"
"CPCT02230099T_vs_bact_coverage_filtered_hits","k127_9439","NZ_MLRO01000021",98.311,0,1038,592,582.00112,"Actinomyces naeslundii","Head and neck cancer; Cervical cancer","Chronic cervical/oral inflammation; immune modulation","Emerging","3_Potential","Medium"
"CPCT02230099T_vs_bact_coverage_filtered_hits","k127_9439","NZ_MLXR01000021",98.311,0,1038,592,582.00112,"Actinomyces naeslundii","Head and neck cancer; Cervical cancer","Chronic cervical/oral inflammation; immune modulation","Emerging","3_Potential","Medium"
"CPCT02230099T_vs_bact_coverage_filtered_hits","k127_9439","NZ_MLRG01000021",98.311,0,1038,592,582.00112,"Actinomyces naeslundii","Head and neck cancer; Cervical cancer","Chronic cervical/oral inflammation; immune modulation","Emerging","3_Potential","Medium"
"CPCT02230099T_vs_bact_coverage_filtered_hits","k127_9439","NZ_MLYG01000019",98.311,0,1038,592,582.00112,"Treponema denticola","Periodontal disease-associated systemic cancers","Spirochete invasion; chronic periodontal inflammation","Emerging","3_Potential","Medium"
"CPCT02230099T_vs_bact_coverage_filtered_hits","k127_9439","NZ_MLRJ01000019",98.311,0,1038,592,582.00112,"Treponema denticola","Periodontal disease-associated systemic cancers","Spirochete invasion; chronic periodontal inflammation","Emerging","3_Potential","Medium"
"CPCT02230099T_vs_bact_coverage_filtered_hits","k127_9439","NZ_MLSM01000018",98.311,0,1038,592,582.00112,"Treponema denticola","Periodontal disease-associated systemic cancers","Spirochete invasion; chronic periodontal inflammation","Emerging","3_Potential","Medium"
"CPCT02230099T_vs_bact_coverage_filtered_hits","k127_9439","NZ_MLSQ01000022",98.311,0,1038,592,582.00112,"Tannerella forsythia","Oral cancer; Pancreatic cancer (systemic translocation)","Protease activity; systemic bacterial translocation","Emerging","3_Potential","Medium"
"CPCT02230099T_vs_bact_coverage_filtered_hits","k127_9439","NZ_MLXY01000024",98.311,0,1038,592,582.00112,"Tannerella forsythia","Oral cancer; Pancreatic cancer (systemic translocation)","Protease activity; systemic bacterial translocation","Emerging","3_Potential","Medium"
"CPCT02230099T_vs_bact_coverage_filtered_hits","k127_9439","NZ_MLXS01000025",98.311,0,1038,592,582.00112,"Tannerella forsythia","Oral cancer; Pancreatic cancer (systemic translocation)","Protease activity; systemic bacterial translocation","Emerging","3_Potential","Medium"
"CPCT02230099T_vs_bact_coverage_filtered_hits","k127_9439","NZ_MLUD01000021",98.311,0,1038,592,582.00112,"Enterobacter cloacae","Cancer patient mortality; Bloodstream infections","Nosocomial infections in immunocompromised cancer patients","Emerging","3_Potential","Medium"
"CPCT02230099T_vs_bact_coverage_filtered_hits","k127_9439","NZ_MLRC01000027",98.311,0,1038,592,582.00112,"Enterobacter cloacae","Cancer patient mortality; Bloodstream infections","Nosocomial infections in immunocompromised cancer patients","Emerging","3_Potential","Medium"
"CPCT02230099T_vs_bact_coverage_filtered_hits","k127_9439","NZ_MLYZ01000021",98.311,0,1038,592,582.00112,"Veillonella parvula","Colorectal cancer; Oral-gut microbiome axis","Short-chain fatty acid disruption; microbial translocation","Emerging","3_Potential","Medium"
"CPCT02230099T_vs_bact_coverage_filtered_hits","k127_9439","NZ_MLSP01000022",98.311,0,1038,592,582.00112,"Veillonella parvula","Colorectal cancer; Oral-gut microbiome axis","Short-chain fatty acid disruption; microbial translocation","Emerging","3_Potential","Medium"
"CPCT02230099T_vs_bact_coverage_filtered_hits","k127_9439","NZ_MLSH01000020",98.311,0,1038,592,582.00112,"Capnocytophaga gingivalis","Periodontal disease-cancer progression","Periodontal bone destruction; systemic inflammatory response","Emerging","3_Potential","Medium"
"CPCT02230099T_vs_bact_coverage_filtered_hits","k127_9439","NZ_MLYY01000023",98.311,0,1038,592,582.00112,"Capnocytophaga gingivalis","Periodontal disease-cancer progression","Periodontal bone destruction; systemic inflammatory response","Emerging","3_Potential","Medium"
"CPCT02230099T_vs_bact_coverage_filtered_hits","k127_9439","NZ_MLYC01000020",98.311,0,1038,592,582.00112,"Capnocytophaga gingivalis","Periodontal disease-cancer progression","Periodontal bone destruction; systemic inflammatory response","Emerging","3_Potential","Medium"
"CPCT02230099T_vs_bact_coverage_filtered_hits","k127_9439","NZ_MLXZ01000020",98.311,0,1038,592,582.00112,"Aggregatibacter actinomycetemcomitans","Aggressive periodontitis-oral cancer progression","Aggressive tissue invasion; leukotoxin production","Emerging","3_Potential","Medium"
"CPCT02230099T_vs_bact_coverage_filtered_hits","k127_9439","NZ_MLRZ01000037",98.142,0,1033,592,581.00064,"Parvimonas micra","Colorectal cancer; Oral-gut translocation","Oral-gut translocation; biofilm formation in tumors","Emerging","3_Potential","Medium"
"CPCT02230099T_vs_bact_coverage_filtered_hits","k127_9439","NZ_MLWB01000035",98.142,0,1033,592,581.00064,"Enterobacter cloacae","Cancer patient mortality; Bloodstream infections","Nosocomial infections in immunocompromised cancer patients","Emerging","3_Potential","Medium"
"CPCT02230099T_vs_bact_coverage_filtered_hits","k127_9439","NZ_MLZF01000029",98.142,0,1033,592,581.00064,"Veillonella parvula","Colorectal cancer; Oral-gut microbiome axis","Short-chain fatty acid disruption; microbial translocation","Emerging","3_Potential","Medium"
"CPCT02230099T_vs_bact_coverage_filtered_hits","k127_9439","NZ_MLRE01000049",97.973,0,1027,592,580.00016,"Parvimonas micra","Colorectal cancer; Oral-gut translocation","Oral-gut translocation; biofilm formation in tumors","Emerging","3_Potential","Medium"
"CPCT02230099T_vs_bact_coverage_filtered_hits","k127_9439","NZ_JBGJJV010000032",97.466,0,1011,592,576.99872,"Aggregatibacter actinomycetemcomitans","Aggressive periodontitis-oral cancer progression","Aggressive tissue invasion; leukotoxin production","Emerging","3_Potential","Medium"
"CPCT02230099T_vs_bact_coverage_filtered_hits","k127_9439","NZ_FLBI01000046",96.959,0,994,592,573.99728,"Prevotella intermedia","Esophageal cancer; Gastric cancer (gut-oral axis)","Gut-oral bacterial translocation; chronic inflammation","Emerging","3_Potential","Medium"
"CPCT02230120T_vs_bact_coverage_filtered_hits","k127_12260","NZ_MLWB01000035",97.27,0,994,586,570.0022,"Enterobacter cloacae","Cancer patient mortality; Bloodstream infections","Nosocomial infections in immunocompromised cancer patients","Emerging","3_Potential","Medium"
"CPCT02230120T_vs_bact_coverage_filtered_hits","k127_12260","NZ_MLZF01000029",97.27,0,994,586,570.0022,"Veillonella parvula","Colorectal cancer; Oral-gut microbiome axis","Short-chain fatty acid disruption; microbial translocation","Emerging","3_Potential","Medium"
"CPCT02240005T_vs_bact_coverage_filtered_hits","k127_19372","NZ_JBGJJV010000032",98.571,0,990,560,551.9976,"Aggregatibacter actinomycetemcomitans","Aggressive periodontitis-oral cancer progression","Aggressive tissue invasion; leukotoxin production","Emerging","3_Potential","Medium"
"CPCT02230099T_vs_bact_coverage_filtered_hits","k127_9439","NZ_FLBN01000099",96.791,0,989,592,573.00272,"Prevotella intermedia","Esophageal cancer; Gastric cancer (gut-oral axis)","Gut-oral bacterial translocation; chronic inflammation","Emerging","3_Potential","Medium"
"CPCT02230099T_vs_bact_coverage_filtered_hits","k127_9439","NZ_FLCN01000004",96.791,0,989,592,573.00272,"Prevotella intermedia","Esophageal cancer; Gastric cancer (gut-oral axis)","Gut-oral bacterial translocation; chronic inflammation","Emerging","3_Potential","Medium"
"CPCT02230120T_vs_bact_coverage_filtered_hits","k127_3222","NZ_JBGJJV010000032",100,0,979,530,530,"Aggregatibacter actinomycetemcomitans","Aggressive periodontitis-oral cancer progression","Aggressive tissue invasion; leukotoxin production","Emerging","3_Potential","Medium"
"CPCT02230120T_vs_bact_coverage_filtered_hits","k127_12260","NZ_MLRZ01000037",96.758,0,977,586,567.00188,"Parvimonas micra","Colorectal cancer; Oral-gut translocation","Oral-gut translocation; biofilm formation in tumors","Emerging","3_Potential","Medium"
"CPCT02240005T_vs_bact_coverage_filtered_hits","k127_19372","NZ_FLCN01000004",97.679,0,963,560,547.0024,"Prevotella intermedia","Esophageal cancer; Gastric cancer (gut-oral axis)","Gut-oral bacterial translocation; chronic inflammation","Emerging","3_Potential","Medium"
"CPCT02240005T_vs_bact_coverage_filtered_hits","k127_19372","NZ_FLBI01000046",97.5,0,957,560,546,"Prevotella intermedia","Esophageal cancer; Gastric cancer (gut-oral axis)","Gut-oral bacterial translocation; chronic inflammation","Emerging","3_Potential","Medium"
"CPCT02240005T_vs_bact_coverage_filtered_hits","k127_19372","NZ_FLBN01000099",97.5,0,957,560,546,"Prevotella intermedia","Esophageal cancer; Gastric cancer (gut-oral axis)","Gut-oral bacterial translocation; chronic inflammation","Emerging","3_Potential","Medium"
"CPCT02230120T_vs_bact_coverage_filtered_hits","k127_3222","NZ_MLRI01000021",98.868,0,946,530,524.0004,"Parvimonas micra","Colorectal cancer; Oral-gut translocation","Oral-gut translocation; biofilm formation in tumors","Emerging","3_Potential","Medium"
"CPCT02230120T_vs_bact_coverage_filtered_hits","k127_3222","NZ_MLRZ01000037",98.868,0,946,530,524.0004,"Parvimonas micra","Colorectal cancer; Oral-gut translocation","Oral-gut translocation; biofilm formation in tumors","Emerging","3_Potential","Medium"
"CPCT02230120T_vs_bact_coverage_filtered_hits","k127_3222","NZ_MLRO01000021",98.868,0,946,530,524.0004,"Actinomyces naeslundii","Head and neck cancer; Cervical cancer","Chronic cervical/oral inflammation; immune modulation","Emerging","3_Potential","Medium"
"CPCT02230120T_vs_bact_coverage_filtered_hits","k127_3222","NZ_MLXR01000021",98.868,0,946,530,524.0004,"Actinomyces naeslundii","Head and neck cancer; Cervical cancer","Chronic cervical/oral inflammation; immune modulation","Emerging","3_Potential","Medium"
"CPCT02230120T_vs_bact_coverage_filtered_hits","k127_3222","NZ_MLRG01000021",98.868,0,946,530,524.0004,"Actinomyces naeslundii","Head and neck cancer; Cervical cancer","Chronic cervical/oral inflammation; immune modulation","Emerging","3_Potential","Medium"
"CPCT02230120T_vs_bact_coverage_filtered_hits","k127_3222","NZ_MLYG01000019",98.868,0,946,530,524.0004,"Treponema denticola","Periodontal disease-associated systemic cancers","Spirochete invasion; chronic periodontal inflammation","Emerging","3_Potential","Medium"
"CPCT02230120T_vs_bact_coverage_filtered_hits","k127_3222","NZ_MLRJ01000019",98.868,0,946,530,524.0004,"Treponema denticola","Periodontal disease-associated systemic cancers","Spirochete invasion; chronic periodontal inflammation","Emerging","3_Potential","Medium"
"CPCT02230120T_vs_bact_coverage_filtered_hits","k127_3222","NZ_MLSM01000018",98.868,0,946,530,524.0004,"Treponema denticola","Periodontal disease-associated systemic cancers","Spirochete invasion; chronic periodontal inflammation","Emerging","3_Potential","Medium"
"CPCT02230120T_vs_bact_coverage_filtered_hits","k127_3222","NZ_MLSQ01000022",98.868,0,946,530,524.0004,"Tannerella forsythia","Oral cancer; Pancreatic cancer (systemic translocation)","Protease activity; systemic bacterial translocation","Emerging","3_Potential","Medium"
"CPCT02230120T_vs_bact_coverage_filtered_hits","k127_3222","NZ_MLXY01000024",98.868,0,946,530,524.0004,"Tannerella forsythia","Oral cancer; Pancreatic cancer (systemic translocation)","Protease activity; systemic bacterial translocation","Emerging","3_Potential","Medium"
"CPCT02230120T_vs_bact_coverage_filtered_hits","k127_3222","NZ_MLXS01000025",98.868,0,946,530,524.0004,"Tannerella forsythia","Oral cancer; Pancreatic cancer (systemic translocation)","Protease activity; systemic bacterial translocation","Emerging","3_Potential","Medium"
"CPCT02230120T_vs_bact_coverage_filtered_hits","k127_3222","NZ_MLWB01000035",98.868,0,946,530,524.0004,"Enterobacter cloacae","Cancer patient mortality; Bloodstream infections","Nosocomial infections in immunocompromised cancer patients","Emerging","3_Potential","Medium"
"CPCT02230120T_vs_bact_coverage_filtered_hits","k127_3222","NZ_MLUD01000021",98.868,0,946,530,524.0004,"Enterobacter cloacae","Cancer patient mortality; Bloodstream infections","Nosocomial infections in immunocompromised cancer patients","Emerging","3_Potential","Medium"
"CPCT02230120T_vs_bact_coverage_filtered_hits","k127_3222","NZ_MLRC01000027",98.868,0,946,530,524.0004,"Enterobacter cloacae","Cancer patient mortality; Bloodstream infections","Nosocomial infections in immunocompromised cancer patients","Emerging","3_Potential","Medium"
"CPCT02230120T_vs_bact_coverage_filtered_hits","k127_3222","NZ_MLYZ01000021",98.868,0,946,530,524.0004,"Veillonella parvula","Colorectal cancer; Oral-gut microbiome axis","Short-chain fatty acid disruption; microbial translocation","Emerging","3_Potential","Medium"
"CPCT02230120T_vs_bact_coverage_filtered_hits","k127_3222","NZ_MLSP01000022",98.868,0,946,530,524.0004,"Veillonella parvula","Colorectal cancer; Oral-gut microbiome axis","Short-chain fatty acid disruption; microbial translocation","Emerging","3_Potential","Medium"
"CPCT02230120T_vs_bact_coverage_filtered_hits","k127_3222","NZ_MLZF01000029",98.868,0,946,530,524.0004,"Veillonella parvula","Colorectal cancer; Oral-gut microbiome axis","Short-chain fatty acid disruption; microbial translocation","Emerging","3_Potential","Medium"
"CPCT02230120T_vs_bact_coverage_filtered_hits","k127_3222","NZ_MLSH01000020",98.868,0,946,530,524.0004,"Capnocytophaga gingivalis","Periodontal disease-cancer progression","Periodontal bone destruction; systemic inflammatory response","Emerging","3_Potential","Medium"
"CPCT02230120T_vs_bact_coverage_filtered_hits","k127_3222","NZ_MLYY01000023",98.868,0,946,530,524.0004,"Capnocytophaga gingivalis","Periodontal disease-cancer progression","Periodontal bone destruction; systemic inflammatory response","Emerging","3_Potential","Medium"
"CPCT02230120T_vs_bact_coverage_filtered_hits","k127_3222","NZ_MLYC01000020",98.868,0,946,530,524.0004,"Capnocytophaga gingivalis","Periodontal disease-cancer progression","Periodontal bone destruction; systemic inflammatory response","Emerging","3_Potential","Medium"
"CPCT02230120T_vs_bact_coverage_filtered_hits","k127_3222","NZ_MLXZ01000020",98.868,0,946,530,524.0004,"Aggregatibacter actinomycetemcomitans","Aggressive periodontitis-oral cancer progression","Aggressive tissue invasion; leukotoxin production","Emerging","3_Potential","Medium"
"CPCT02230120T_vs_bact_coverage_filtered_hits","k127_3222","NZ_FLBI01000046",98.679,0,941,530,522.9987,"Prevotella intermedia","Esophageal cancer; Gastric cancer (gut-oral axis)","Gut-oral bacterial translocation; chronic inflammation","Emerging","3_Potential","Medium"
"CPCT02230120T_vs_bact_coverage_filtered_hits","k127_3222","NZ_FLBN01000099",98.491,0,935,530,522.0023,"Prevotella intermedia","Esophageal cancer; Gastric cancer (gut-oral axis)","Gut-oral bacterial translocation; chronic inflammation","Emerging","3_Potential","Medium"
"CPCT02230120T_vs_bact_coverage_filtered_hits","k127_3222","NZ_FLCN01000004",98.491,0,935,530,522.0023,"Prevotella intermedia","Esophageal cancer; Gastric cancer (gut-oral axis)","Gut-oral bacterial translocation; chronic inflammation","Emerging","3_Potential","Medium"
"CPCT02240005T_vs_bact_coverage_filtered_hits","k127_19372","NZ_MLRI01000021",95.745,0,904,564,540.0018,"Parvimonas micra","Colorectal cancer; Oral-gut translocation","Oral-gut translocation; biofilm formation in tumors","Emerging","3_Potential","Medium"
"CPCT02240005T_vs_bact_coverage_filtered_hits","k127_19372","NZ_MLRO01000021",95.745,0,904,564,540.0018,"Actinomyces naeslundii","Head and neck cancer; Cervical cancer","Chronic cervical/oral inflammation; immune modulation","Emerging","3_Potential","Medium"
"CPCT02240005T_vs_bact_coverage_filtered_hits","k127_19372","NZ_MLXR01000021",95.745,0,904,564,540.0018,"Actinomyces naeslundii","Head and neck cancer; Cervical cancer","Chronic cervical/oral inflammation; immune modulation","Emerging","3_Potential","Medium"
"CPCT02240005T_vs_bact_coverage_filtered_hits","k127_19372","NZ_MLRG01000021",95.745,0,904,564,540.0018,"Actinomyces naeslundii","Head and neck cancer; Cervical cancer","Chronic cervical/oral inflammation; immune modulation","Emerging","3_Potential","Medium"
"CPCT02240005T_vs_bact_coverage_filtered_hits","k127_19372","NZ_MLYG01000019",95.745,0,904,564,540.0018,"Treponema denticola","Periodontal disease-associated systemic cancers","Spirochete invasion; chronic periodontal inflammation","Emerging","3_Potential","Medium"
"CPCT02240005T_vs_bact_coverage_filtered_hits","k127_19372","NZ_MLRJ01000019",95.745,0,904,564,540.0018,"Treponema denticola","Periodontal disease-associated systemic cancers","Spirochete invasion; chronic periodontal inflammation","Emerging","3_Potential","Medium"
"CPCT02240005T_vs_bact_coverage_filtered_hits","k127_19372","NZ_MLSM01000018",95.745,0,904,564,540.0018,"Treponema denticola","Periodontal disease-associated systemic cancers","Spirochete invasion; chronic periodontal inflammation","Emerging","3_Potential","Medium"
"CPCT02240005T_vs_bact_coverage_filtered_hits","k127_19372","NZ_MLSQ01000022",95.745,0,904,564,540.0018,"Tannerella forsythia","Oral cancer; Pancreatic cancer (systemic translocation)","Protease activity; systemic bacterial translocation","Emerging","3_Potential","Medium"
"CPCT02240005T_vs_bact_coverage_filtered_hits","k127_19372","NZ_MLXY01000024",95.745,0,904,564,540.0018,"Tannerella forsythia","Oral cancer; Pancreatic cancer (systemic translocation)","Protease activity; systemic bacterial translocation","Emerging","3_Potential","Medium"
"CPCT02240005T_vs_bact_coverage_filtered_hits","k127_19372","NZ_MLXS01000025",95.745,0,904,564,540.0018,"Tannerella forsythia","Oral cancer; Pancreatic cancer (systemic translocation)","Protease activity; systemic bacterial translocation","Emerging","3_Potential","Medium"
"CPCT02240005T_vs_bact_coverage_filtered_hits","k127_19372","NZ_MLUD01000021",95.745,0,904,564,540.0018,"Enterobacter cloacae","Cancer patient mortality; Bloodstream infections","Nosocomial infections in immunocompromised cancer patients","Emerging","3_Potential","Medium"
"CPCT02240005T_vs_bact_coverage_filtered_hits","k127_19372","NZ_MLRC01000027",95.745,0,904,564,540.0018,"Enterobacter cloacae","Cancer patient mortality; Bloodstream infections","Nosocomial infections in immunocompromised cancer patients","Emerging","3_Potential","Medium"
