"Sample","QueryID","SubjectID","Identity","Evalue","Bitscore","AlignmentLength","Coverage","Species","Cancer_Association","Mechanism","Evidence_Level","Relevance_Level","Confidence"
"HT07RB.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_10950","NZ_MLTT01000022",92.568,6.62e-54,213,148,137.00064,"Peptostreptococcus anaerobius","Colorectal cancer; Liver metastases","Butyrate metabolism disruption; immune evasion","Emerging Strong","2_Strong","Low"
"HT07RB.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_10950","NZ_MLRM01000021",92.568,6.62e-54,213,148,137.00064,"Peptostreptococcus anaerobius","Colorectal cancer; Liver metastases","Butyrate metabolism disruption; immune evasion","Emerging Strong","2_Strong","Low"
"HT07RB.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_10950","NZ_MLRF01000022",92.568,6.62e-54,213,148,137.00064,"Peptostreptococcus anaerobius","Colorectal cancer; Liver metastases","Butyrate metabolism disruption; immune evasion","Emerging Strong","2_Strong","Low"
"HT09RT.unmapped_2_classified_bact_90pct_coverage_filtered_hits","contig_5236","NZ_FNOE01000002",92.568,6.62e-54,213,148,137.00064,"Acinetobacter baumannii","Cancer mortality in immunocompromised; ICU cancer patients","Multi-drug resistance; immune suppression in cancer patients","Emerging Strong","2_Strong","Low"
"ES01RB.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_46109","NZ_FNPJ01000004",92,2.4e-53,211,150,138,"Acinetobacter baumannii","Cancer mortality in immunocompromised; ICU cancer patients","Multi-drug resistance; immune suppression in cancer patients","Emerging Strong","2_Strong","Low"
"ES01RB.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_46110","NZ_MLWD01000035",92,2.4e-53,211,150,138,"Streptococcus mutans","Oral cancer; Head and neck cancer; Esophageal cancer","IL-6 production; EMT induction; myeloid-derived suppressor cell recruitment","Emerging Strong","2_Strong","Low"
"ES01RB.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_46110","NZ_MLXP01000026",92,2.4e-53,211,150,138,"Streptococcus mutans","Oral cancer; Head and neck cancer; Esophageal cancer","IL-6 production; EMT induction; myeloid-derived suppressor cell recruitment","Emerging Strong","2_Strong","Low"
"ES01RB.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_46110","NZ_MLUB01000021",92,2.4e-53,211,150,138,"Streptococcus mutans","Oral cancer; Head and neck cancer; Esophageal cancer","IL-6 production; EMT induction; myeloid-derived suppressor cell recruitment","Emerging Strong","2_Strong","Low"
"ES01RB.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_46110","NZ_MLTT01000022",92,2.4e-53,211,150,138,"Peptostreptococcus anaerobius","Colorectal cancer; Liver metastases","Butyrate metabolism disruption; immune evasion","Emerging Strong","2_Strong","Low"
"ES01RB.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_46110","NZ_MLRM01000021",92,2.4e-53,211,150,138,"Peptostreptococcus anaerobius","Colorectal cancer; Liver metastases","Butyrate metabolism disruption; immune evasion","Emerging Strong","2_Strong","Low"
"ES01RB.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_46110","NZ_MLRF01000022",92,2.4e-53,211,150,138,"Peptostreptococcus anaerobius","Colorectal cancer; Liver metastases","Butyrate metabolism disruption; immune evasion","Emerging Strong","2_Strong","Low"
"ES01RB.unmapped_2_classified_bact_90pct_coverage_filtered_hits","contig_45443","NZ_FNOE01000002",94.203,2.4e-53,211,138,130.00014,"Acinetobacter baumannii","Cancer mortality in immunocompromised; ICU cancer patients","Multi-drug resistance; immune suppression in cancer patients","Emerging Strong","2_Strong","Low"
"ES03RB_L6.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_25933","NZ_FKXL01000017",92,2.4e-53,211,150,138,"Fusobacterium nucleatum subtype Fna C2","Colorectal cancer","Specific virulence factors; enhanced tumor microenvironment modulation","Emerging Strong","2_Strong","Low"
"ES03RB_L6.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_25933","NZ_FKWV01000005",92,2.4e-53,211,150,138,"Fusobacterium nucleatum subtype Fna C2","Colorectal cancer","Specific virulence factors; enhanced tumor microenvironment modulation","Emerging Strong","2_Strong","Low"
"ES03RB_L6.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_25933","NZ_FKXF01000023",92,2.4e-53,211,150,138,"Fusobacterium nucleatum subtype Fna C2","Colorectal cancer","Specific virulence factors; enhanced tumor microenvironment modulation","Emerging Strong","2_Strong","Low"
"ES03RT.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_30760","NZ_FNPJ01000004",92.517,2.38e-53,211,147,135.99999,"Acinetobacter baumannii","Cancer mortality in immunocompromised; ICU cancer patients","Multi-drug resistance; immune suppression in cancer patients","Emerging Strong","2_Strong","Low"
"ES03RT.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_30760","NZ_FNOE01000002",92.517,2.38e-53,211,147,135.99999,"Acinetobacter baumannii","Cancer mortality in immunocompromised; ICU cancer patients","Multi-drug resistance; immune suppression in cancer patients","Emerging Strong","2_Strong","Low"
"ES03RT.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_30763","NZ_FNPJ01000004",92.517,2.38e-53,211,147,135.99999,"Acinetobacter baumannii","Cancer mortality in immunocompromised; ICU cancer patients","Multi-drug resistance; immune suppression in cancer patients","Emerging Strong","2_Strong","Low"
"ES03RT.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_30763","NZ_FNOE01000002",92.517,2.38e-53,211,147,135.99999,"Acinetobacter baumannii","Cancer mortality in immunocompromised; ICU cancer patients","Multi-drug resistance; immune suppression in cancer patients","Emerging Strong","2_Strong","Low"
"ES03RT.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_30764","NZ_FNPJ01000004",92.517,2.38e-53,211,147,135.99999,"Acinetobacter baumannii","Cancer mortality in immunocompromised; ICU cancer patients","Multi-drug resistance; immune suppression in cancer patients","Emerging Strong","2_Strong","Low"
"ES03RT.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_30764","NZ_FNOE01000002",92.517,2.38e-53,211,147,135.99999,"Acinetobacter baumannii","Cancer mortality in immunocompromised; ICU cancer patients","Multi-drug resistance; immune suppression in cancer patients","Emerging Strong","2_Strong","Low"
"ES03RT.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_40497","NZ_FNOE01000002",92.568,2.38e-53,211,148,137.00064,"Acinetobacter baumannii","Cancer mortality in immunocompromised; ICU cancer patients","Multi-drug resistance; immune suppression in cancer patients","Emerging Strong","2_Strong","Low"
"ES03RT.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_40498","NZ_FNOE01000002",92.568,2.38e-53,211,148,137.00064,"Acinetobacter baumannii","Cancer mortality in immunocompromised; ICU cancer patients","Multi-drug resistance; immune suppression in cancer patients","Emerging Strong","2_Strong","Low"
"HT04RT.unmapped_2_classified_bact_90pct_coverage_filtered_hits","contig_21165","NZ_FNOE01000002",92,2.4e-53,211,150,138,"Acinetobacter baumannii","Cancer mortality in immunocompromised; ICU cancer patients","Multi-drug resistance; immune suppression in cancer patients","Emerging Strong","2_Strong","Low"
"HT07RT.unmapped_2_classified_bact_90pct_coverage_filtered_hits","contig_19801","NZ_FNPJ01000004",93.056,2.38e-53,211,144,134.00064,"Acinetobacter baumannii","Cancer mortality in immunocompromised; ICU cancer patients","Multi-drug resistance; immune suppression in cancer patients","Emerging Strong","2_Strong","Low"
"HT07RT.unmapped_2_classified_bact_90pct_coverage_filtered_hits","contig_19801","NZ_FNOE01000002",93.056,2.38e-53,211,144,134.00064,"Acinetobacter baumannii","Cancer mortality in immunocompromised; ICU cancer patients","Multi-drug resistance; immune suppression in cancer patients","Emerging Strong","2_Strong","Low"
"HT09RT.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_9964","NZ_FNOE01000002",93.617,2.38e-53,211,141,131.99997,"Acinetobacter baumannii","Cancer mortality in immunocompromised; ICU cancer patients","Multi-drug resistance; immune suppression in cancer patients","Emerging Strong","2_Strong","Low"
"ES01RT.unmapped_2_classified_bact_90pct_coverage_filtered_hits","contig_40143","NZ_MLWD01000035",92,8.56e-53,209,150,138,"Streptococcus mutans","Oral cancer; Head and neck cancer; Esophageal cancer","IL-6 production; EMT induction; myeloid-derived suppressor cell recruitment","Emerging Strong","2_Strong","Low"
"ES02RT.unmapped_2_classified_bact_90pct_coverage_filtered_hits","contig_10447","NZ_FNPJ01000004",92.105,8.56e-53,209,152,139.9996,"Acinetobacter baumannii","Cancer mortality in immunocompromised; ICU cancer patients","Multi-drug resistance; immune suppression in cancer patients","Emerging Strong","2_Strong","Low"
"ES02RT.unmapped_2_classified_bact_90pct_coverage_filtered_hits","contig_10447","NZ_FNOE01000002",92.105,8.56e-53,209,152,139.9996,"Acinetobacter baumannii","Cancer mortality in immunocompromised; ICU cancer patients","Multi-drug resistance; immune suppression in cancer patients","Emerging Strong","2_Strong","Low"
"ES03RT.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_30762","NZ_FNPJ01000004",92.466,8.56e-53,209,146,135.00036,"Acinetobacter baumannii","Cancer mortality in immunocompromised; ICU cancer patients","Multi-drug resistance; immune suppression in cancer patients","Emerging Strong","2_Strong","Low"
"ES03RT.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_30762","NZ_FNOE01000002",92.466,8.56e-53,209,146,135.00036,"Acinetobacter baumannii","Cancer mortality in immunocompromised; ICU cancer patients","Multi-drug resistance; immune suppression in cancer patients","Emerging Strong","2_Strong","Low"
"ES05RT.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_19759","NZ_FNPJ01000004",93.571,8.63e-53,209,140,130.9994,"Acinetobacter baumannii","Cancer mortality in immunocompromised; ICU cancer patients","Multi-drug resistance; immune suppression in cancer patients","Emerging Strong","2_Strong","Low"
"ES05RT.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_19759","NZ_FNOE01000002",93.007,8.63e-53,209,143,133.00001,"Acinetobacter baumannii","Cancer mortality in immunocompromised; ICU cancer patients","Multi-drug resistance; immune suppression in cancer patients","Emerging Strong","2_Strong","Low"
"ES05RT.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_40461","NZ_FKXL01000017",91.946,8.56e-53,209,149,136.99954,"Fusobacterium nucleatum subtype Fna C2","Colorectal cancer","Specific virulence factors; enhanced tumor microenvironment modulation","Emerging Strong","2_Strong","Low"
"ES05RT.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_40461","NZ_FKWV01000005",91.946,8.56e-53,209,149,136.99954,"Fusobacterium nucleatum subtype Fna C2","Colorectal cancer","Specific virulence factors; enhanced tumor microenvironment modulation","Emerging Strong","2_Strong","Low"
"ES05RT.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_40461","NZ_FKXF01000023",91.946,8.56e-53,209,149,136.99954,"Fusobacterium nucleatum subtype Fna C2","Colorectal cancer","Specific virulence factors; enhanced tumor microenvironment modulation","Emerging Strong","2_Strong","Low"
"ES05RT.unmapped_2_classified_bact_90pct_coverage_filtered_hits","contig_24594","NZ_FNOE01000002",91.946,8.56e-53,209,149,136.99954,"Acinetobacter baumannii","Cancer mortality in immunocompromised; ICU cancer patients","Multi-drug resistance; immune suppression in cancer patients","Emerging Strong","2_Strong","Low"
"HT04RB.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_20148","NZ_FNPJ01000004",93.103,8.56e-53,209,145,134.99935,"Acinetobacter baumannii","Cancer mortality in immunocompromised; ICU cancer patients","Multi-drug resistance; immune suppression in cancer patients","Emerging Strong","2_Strong","Low"
"HT04RB.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_20149","NZ_FNPJ01000004",93.103,8.56e-53,209,145,134.99935,"Acinetobacter baumannii","Cancer mortality in immunocompromised; ICU cancer patients","Multi-drug resistance; immune suppression in cancer patients","Emerging Strong","2_Strong","Low"
"HT04RB.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_20150","NZ_FNPJ01000004",93.103,8.56e-53,209,145,134.99935,"Acinetobacter baumannii","Cancer mortality in immunocompromised; ICU cancer patients","Multi-drug resistance; immune suppression in cancer patients","Emerging Strong","2_Strong","Low"
"HT04RB.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_20151","NZ_FNPJ01000004",93.103,8.56e-53,209,145,134.99935,"Acinetobacter baumannii","Cancer mortality in immunocompromised; ICU cancer patients","Multi-drug resistance; immune suppression in cancer patients","Emerging Strong","2_Strong","Low"
"HT04RT.unmapped_2_classified_bact_90pct_coverage_filtered_hits","contig_1641","NZ_FNOE01000002",92.466,8.63e-53,209,146,135.00036,"Acinetobacter baumannii","Cancer mortality in immunocompromised; ICU cancer patients","Multi-drug resistance; immune suppression in cancer patients","Emerging Strong","2_Strong","Low"
"HT05RT.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_17957","NZ_FNOE01000002",93.007,8.42e-53,209,143,133.00001,"Acinetobacter baumannii","Cancer mortality in immunocompromised; ICU cancer patients","Multi-drug resistance; immune suppression in cancer patients","Emerging Strong","2_Strong","Low"
"HT06RB.unmapped_2_classified_bact_90pct_coverage_filtered_hits","contig_25267","NZ_FNPJ01000004",91.946,8.56e-53,209,149,136.99954,"Acinetobacter baumannii","Cancer mortality in immunocompromised; ICU cancer patients","Multi-drug resistance; immune suppression in cancer patients","Emerging Strong","2_Strong","Low"
"HT09RB.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_8542","NZ_FNPJ01000004",91.946,8.56e-53,209,149,136.99954,"Acinetobacter baumannii","Cancer mortality in immunocompromised; ICU cancer patients","Multi-drug resistance; immune suppression in cancer patients","Emerging Strong","2_Strong","Low"
"HT09RB.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_9388","NZ_FNOE01000002",91.946,8.56e-53,209,149,136.99954,"Acinetobacter baumannii","Cancer mortality in immunocompromised; ICU cancer patients","Multi-drug resistance; immune suppression in cancer patients","Emerging Strong","2_Strong","Low"
"HT09RB.unmapped_2_classified_bact_90pct_coverage_filtered_hits","contig_9151","NZ_FNPJ01000004",92,8.63e-53,209,150,138,"Acinetobacter baumannii","Cancer mortality in immunocompromised; ICU cancer patients","Multi-drug resistance; immune suppression in cancer patients","Emerging Strong","2_Strong","Low"
"ES02RT.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_31013","NZ_FNOE01000002",91.892,3.1e-52,207,148,136.00016,"Acinetobacter baumannii","Cancer mortality in immunocompromised; ICU cancer patients","Multi-drug resistance; immune suppression in cancer patients","Emerging Strong","2_Strong","Low"
"ES02RT.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_31014","NZ_FNOE01000002",91.892,3.1e-52,207,148,136.00016,"Acinetobacter baumannii","Cancer mortality in immunocompromised; ICU cancer patients","Multi-drug resistance; immune suppression in cancer patients","Emerging Strong","2_Strong","Low"
"ES02RT.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_31016","NZ_FNOE01000002",91.892,3.1e-52,207,148,136.00016,"Acinetobacter baumannii","Cancer mortality in immunocompromised; ICU cancer patients","Multi-drug resistance; immune suppression in cancer patients","Emerging Strong","2_Strong","Low"
"ES02RT.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_31017","NZ_FNOE01000002",91.892,3.1e-52,207,148,136.00016,"Acinetobacter baumannii","Cancer mortality in immunocompromised; ICU cancer patients","Multi-drug resistance; immune suppression in cancer patients","Emerging Strong","2_Strong","Low"
"ES05RB.unmapped_2_classified_bact_90pct_coverage_filtered_hits","contig_54875","NZ_FNOE01000002",92.466,3.1e-52,207,146,135.00036,"Acinetobacter baumannii","Cancer mortality in immunocompromised; ICU cancer patients","Multi-drug resistance; immune suppression in cancer patients","Emerging Strong","2_Strong","Low"
"ES05RT.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_16540","NZ_FNOE01000002",92.414,3.08e-52,207,145,134.0003,"Acinetobacter baumannii","Cancer mortality in immunocompromised; ICU cancer patients","Multi-drug resistance; immune suppression in cancer patients","Emerging Strong","2_Strong","Low"
"ES05RT.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_16541","NZ_FNPJ01000004",92.414,3.08e-52,207,145,134.0003,"Acinetobacter baumannii","Cancer mortality in immunocompromised; ICU cancer patients","Multi-drug resistance; immune suppression in cancer patients","Emerging Strong","2_Strong","Low"
"ES05RT.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_16542","NZ_FNOE01000002",92.414,3.08e-52,207,145,134.0003,"Acinetobacter baumannii","Cancer mortality in immunocompromised; ICU cancer patients","Multi-drug resistance; immune suppression in cancer patients","Emerging Strong","2_Strong","Low"
"HT04RT.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_24185","NZ_MLWD01000035",92.414,3.08e-52,207,145,134.0003,"Streptococcus mutans","Oral cancer; Head and neck cancer; Esophageal cancer","IL-6 production; EMT induction; myeloid-derived suppressor cell recruitment","Emerging Strong","2_Strong","Low"
"HT04RT.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_24185","NZ_MLXP01000026",92.414,3.08e-52,207,145,134.0003,"Streptococcus mutans","Oral cancer; Head and neck cancer; Esophageal cancer","IL-6 production; EMT induction; myeloid-derived suppressor cell recruitment","Emerging Strong","2_Strong","Low"
"HT04RT.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_24185","NZ_MLUB01000021",92.414,3.08e-52,207,145,134.0003,"Streptococcus mutans","Oral cancer; Head and neck cancer; Esophageal cancer","IL-6 production; EMT induction; myeloid-derived suppressor cell recruitment","Emerging Strong","2_Strong","Low"
"HT04RT.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_24185","NZ_MLTT01000022",92.414,3.08e-52,207,145,134.0003,"Peptostreptococcus anaerobius","Colorectal cancer; Liver metastases","Butyrate metabolism disruption; immune evasion","Emerging Strong","2_Strong","Low"
"HT04RT.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_24185","NZ_MLRM01000021",92.414,3.08e-52,207,145,134.0003,"Peptostreptococcus anaerobius","Colorectal cancer; Liver metastases","Butyrate metabolism disruption; immune evasion","Emerging Strong","2_Strong","Low"
"HT04RT.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_24185","NZ_MLRF01000022",92.414,3.08e-52,207,145,134.0003,"Peptostreptococcus anaerobius","Colorectal cancer; Liver metastases","Butyrate metabolism disruption; immune evasion","Emerging Strong","2_Strong","Low"
"HT05RB.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_6191","NZ_MLWD01000035",92.466,3.08e-52,207,146,135.00036,"Streptococcus mutans","Oral cancer; Head and neck cancer; Esophageal cancer","IL-6 production; EMT induction; myeloid-derived suppressor cell recruitment","Emerging Strong","2_Strong","Low"
"HT05RB.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_6191","NZ_MLXP01000026",92.466,3.08e-52,207,146,135.00036,"Streptococcus mutans","Oral cancer; Head and neck cancer; Esophageal cancer","IL-6 production; EMT induction; myeloid-derived suppressor cell recruitment","Emerging Strong","2_Strong","Low"
"HT05RB.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_6191","NZ_MLUB01000021",92.466,3.08e-52,207,146,135.00036,"Streptococcus mutans","Oral cancer; Head and neck cancer; Esophageal cancer","IL-6 production; EMT induction; myeloid-derived suppressor cell recruitment","Emerging Strong","2_Strong","Low"
"HT05RB.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_6191","NZ_MLTT01000022",92.466,3.08e-52,207,146,135.00036,"Peptostreptococcus anaerobius","Colorectal cancer; Liver metastases","Butyrate metabolism disruption; immune evasion","Emerging Strong","2_Strong","Low"
"HT05RB.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_6191","NZ_MLRM01000021",92.466,3.08e-52,207,146,135.00036,"Peptostreptococcus anaerobius","Colorectal cancer; Liver metastases","Butyrate metabolism disruption; immune evasion","Emerging Strong","2_Strong","Low"
"HT05RB.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_6191","NZ_MLRF01000022",92.466,3.08e-52,207,146,135.00036,"Peptostreptococcus anaerobius","Colorectal cancer; Liver metastases","Butyrate metabolism disruption; immune evasion","Emerging Strong","2_Strong","Low"
"HT05RB.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_11213","NZ_MLWD01000035",91.946,3.08e-52,207,149,136.99954,"Streptococcus mutans","Oral cancer; Head and neck cancer; Esophageal cancer","IL-6 production; EMT induction; myeloid-derived suppressor cell recruitment","Emerging Strong","2_Strong","Low"
"HT05RB.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_11214","NZ_MLWD01000035",91.946,3.08e-52,207,149,136.99954,"Streptococcus mutans","Oral cancer; Head and neck cancer; Esophageal cancer","IL-6 production; EMT induction; myeloid-derived suppressor cell recruitment","Emerging Strong","2_Strong","Low"
"HT05RT.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_15195","NZ_FNPJ01000004",94.737,3.03e-52,207,133,126.00021,"Acinetobacter baumannii","Cancer mortality in immunocompromised; ICU cancer patients","Multi-drug resistance; immune suppression in cancer patients","Emerging Strong","2_Strong","Low"
"HT05RT.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_17957","NZ_FNPJ01000004",92.958,3.03e-52,207,142,132.00036,"Acinetobacter baumannii","Cancer mortality in immunocompromised; ICU cancer patients","Multi-drug resistance; immune suppression in cancer patients","Emerging Strong","2_Strong","Low"
"HT05RT.unmapped_2_classified_bact_90pct_coverage_filtered_hits","contig_5016","NZ_FNPJ01000004",91.946,3.08e-52,207,149,136.99954,"Acinetobacter baumannii","Cancer mortality in immunocompromised; ICU cancer patients","Multi-drug resistance; immune suppression in cancer patients","Emerging Strong","2_Strong","Low"
"HT05RT.unmapped_2_classified_bact_90pct_coverage_filtered_hits","contig_5016","NZ_FNOE01000002",91.946,3.08e-52,207,149,136.99954,"Acinetobacter baumannii","Cancer mortality in immunocompromised; ICU cancer patients","Multi-drug resistance; immune suppression in cancer patients","Emerging Strong","2_Strong","Low"
"HT06RB.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_17492","NZ_MLWD01000035",91.195,3.1e-52,207,159,145.00005,"Streptococcus mutans","Oral cancer; Head and neck cancer; Esophageal cancer","IL-6 production; EMT induction; myeloid-derived suppressor cell recruitment","Emerging Strong","2_Strong","Low"
"HT06RB.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_17492","NZ_MLXP01000026",91.195,3.1e-52,207,159,145.00005,"Streptococcus mutans","Oral cancer; Head and neck cancer; Esophageal cancer","IL-6 production; EMT induction; myeloid-derived suppressor cell recruitment","Emerging Strong","2_Strong","Low"
"HT06RB.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_17492","NZ_MLUB01000021",91.195,3.1e-52,207,159,145.00005,"Streptococcus mutans","Oral cancer; Head and neck cancer; Esophageal cancer","IL-6 production; EMT induction; myeloid-derived suppressor cell recruitment","Emerging Strong","2_Strong","Low"
"HT06RB.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_17492","NZ_MLTT01000022",91.195,3.1e-52,207,159,145.00005,"Peptostreptococcus anaerobius","Colorectal cancer; Liver metastases","Butyrate metabolism disruption; immune evasion","Emerging Strong","2_Strong","Low"
"HT06RB.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_17492","NZ_MLRM01000021",91.195,3.1e-52,207,159,145.00005,"Peptostreptococcus anaerobius","Colorectal cancer; Liver metastases","Butyrate metabolism disruption; immune evasion","Emerging Strong","2_Strong","Low"
"HT06RB.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_17492","NZ_MLRF01000022",91.195,3.1e-52,207,159,145.00005,"Peptostreptococcus anaerobius","Colorectal cancer; Liver metastases","Butyrate metabolism disruption; immune evasion","Emerging Strong","2_Strong","Low"
"ES03RB_L6.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_43125","NZ_FNOE01000002",91.333,1.12e-51,206,150,136.9995,"Acinetobacter baumannii","Cancer mortality in immunocompromised; ICU cancer patients","Multi-drug resistance; immune suppression in cancer patients","Emerging Strong","2_Strong","Low"
"ES03RT.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_30761","NZ_FNPJ01000004",91.837,1.11e-51,206,147,135.00039,"Acinetobacter baumannii","Cancer mortality in immunocompromised; ICU cancer patients","Multi-drug resistance; immune suppression in cancer patients","Emerging Strong","2_Strong","Low"
"ES03RT.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_30761","NZ_FNOE01000002",91.837,1.11e-51,206,147,135.00039,"Acinetobacter baumannii","Cancer mortality in immunocompromised; ICU cancer patients","Multi-drug resistance; immune suppression in cancer patients","Emerging Strong","2_Strong","Low"
"ES03RT.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_40497","NZ_FNPJ01000004",91.837,1.11e-51,206,147,135.00039,"Acinetobacter baumannii","Cancer mortality in immunocompromised; ICU cancer patients","Multi-drug resistance; immune suppression in cancer patients","Emerging Strong","2_Strong","Low"
"ES03RT.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_40498","NZ_FNPJ01000004",91.837,1.11e-51,206,147,135.00039,"Acinetobacter baumannii","Cancer mortality in immunocompromised; ICU cancer patients","Multi-drug resistance; immune suppression in cancer patients","Emerging Strong","2_Strong","Low"
"ES05RB.unmapped_2_classified_bact_90pct_coverage_filtered_hits","contig_34076","NZ_FNPJ01000004",91.892,1.12e-51,206,148,136.00016,"Acinetobacter baumannii","Cancer mortality in immunocompromised; ICU cancer patients","Multi-drug resistance; immune suppression in cancer patients","Emerging Strong","2_Strong","Low"
"HT01RT.unmapped_2_classified_bact_90pct_coverage_filtered_hits","contig_3847","NZ_FNPJ01000004",91.447,1.11e-51,206,152,138.99944,"Acinetobacter baumannii","Cancer mortality in immunocompromised; ICU cancer patients","Multi-drug resistance; immune suppression in cancer patients","Emerging Strong","2_Strong","Low"
"HT04RT.unmapped_2_classified_bact_90pct_coverage_filtered_hits","contig_21165","NZ_FNPJ01000004",91.333,1.12e-51,206,150,136.9995,"Acinetobacter baumannii","Cancer mortality in immunocompromised; ICU cancer patients","Multi-drug resistance; immune suppression in cancer patients","Emerging Strong","2_Strong","Low"
"HT05RT.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_17957","NZ_MLWD01000035",92.414,1.09e-51,206,145,134.0003,"Streptococcus mutans","Oral cancer; Head and neck cancer; Esophageal cancer","IL-6 production; EMT induction; myeloid-derived suppressor cell recruitment","Emerging Strong","2_Strong","Low"
"HT05RT.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_17957","NZ_MLXP01000026",92.414,1.09e-51,206,145,134.0003,"Streptococcus mutans","Oral cancer; Head and neck cancer; Esophageal cancer","IL-6 production; EMT induction; myeloid-derived suppressor cell recruitment","Emerging Strong","2_Strong","Low"
"HT05RT.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_17957","NZ_MLUB01000021",92.414,1.09e-51,206,145,134.0003,"Streptococcus mutans","Oral cancer; Head and neck cancer; Esophageal cancer","IL-6 production; EMT induction; myeloid-derived suppressor cell recruitment","Emerging Strong","2_Strong","Low"
"HT05RT.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_17957","NZ_MLTT01000022",92.414,1.09e-51,206,145,134.0003,"Peptostreptococcus anaerobius","Colorectal cancer; Liver metastases","Butyrate metabolism disruption; immune evasion","Emerging Strong","2_Strong","Low"
"HT05RT.unmapped_1_classified_bact_90pct_coverage_filtered_hits","contig_17957","NZ_MLRM01000021",92.414,1.09e-51,206,145,134.0003,"Peptostreptococcus anaerobius","Colorectal cancer; Liver metastases","Butyrate metabolism disruption; immune evasion","Emerging Strong","2_Strong","Low"
